Temparature,Humidity,Moisture,Cluster,Soil Type
34.15,68.11,46.5,3,Clayey
27.67,59.9,26.38,1,Clayey
22.34,45.29,39.49,0,Loamy
21.07,60.95,61.29,3,Clayey
23.11,49.15,32.6,1,Clayey
24.000000000000004,49.02,37.37,3,Clayey
29.13,43.279999999999994,36.14,1,Clayey
23.46,50.44,24.32,1,Clayey
28.08,52.690000000000005,32.35,3,Clayey
21.29,54.849999999999994,26.509999999999998,4,Sandy
28.54,49.449999999999996,46.17,2,Red
31.21,60.48,37.27,3,Clayey
22.97,44.589999999999996,43.69,3,Clayey
27.52,52.419999999999995,36.15,2,Red
30.570000000000004,64.68,51.73,3,Clayey
37.11,77.37,42.03,3,Clayey
34.97,72.4,57.830000000000005,0,Loamy
32.85,69.09,29.04,1,Clayey
24.33,66.27,70.0,1,Clayey
23.84,60.67,36.47,4,Sandy
35.36,64.36,36.49,0,Loamy
27.09,62.94,50.51,2,Red
25.2,48.23,41.84,1,Clayey
23.98,52.41,24.26,0,Loamy
32.12,57.29,40.78,4,Sandy
28.29,57.33,52.55,3,Clayey
27.8,44.81,22.17,2,Red
35.41,69.11,70.0,3,Clayey
34.46,74.6,45.35,2,Red
26.25,69.57,37.25,2,Red
40.0,76.34,22.1,1,Clayey
29.499999999999996,50.06,63.05,3,Clayey
27.129999999999995,43.23,35.28,2,Red
28.99,66.71,43.03,3,Clayey
25.14,46.88,28.190000000000005,0,Loamy
27.79,62.13999999999999,30.06,2,Red
33.41,67.81,41.34,0,Loamy
25.2,44.1,46.96,2,Red
34.19,56.720000000000006,63.63999999999999,3,Clayey
37.3,68.57,44.84,1,Clayey
31.78,59.11,44.18,1,Clayey
32.11,71.08,29.01,4,Sandy
36.82,57.69,30.19,2,Red
25.12,64.48,52.92,4,Sandy
31.330000000000002,72.92,35.31,2,Red
29.93,55.77,48.12,3,Clayey
32.68,58.16,41.4,0,Loamy
28.17,50.1,57.669999999999995,4,Sandy
35.81,76.09,24.48,2,Red
38.04,62.28,44.38,3,Clayey
31.55,53.02,39.4,3,Clayey
29.14,59.77,42.79,3,Clayey
34.31,63.01,44.96,1,Clayey
27.54,58.58,30.710000000000004,1,Clayey
27.92,52.22999999999999,46.52,4,Sandy
24.6,51.17,29.76,3,Clayey
28.85,58.79,66.37,4,Sandy
33.72,61.76,45.98,3,Clayey
30.63,60.56,22.33,1,Clayey
27.05,50.1,30.219999999999995,4,Sandy
22.79,59.47,28.560000000000002,4,Sandy
28.8,49.98,58.830000000000005,1,Clayey
32.73,55.44,47.85,3,Clayey
30.17,59.06,40.76,0,Loamy
40.0,67.75,57.85,0,Loamy
38.33,58.900000000000006,40.27,3,Clayey
25.560000000000002,61.540000000000006,26.89,4,Sandy
26.54,45.74,70.0,2,Red
29.36,52.93,54.82,2,Red
37.22,64.38,63.580000000000005,2,Red
30.570000000000004,47.43,58.26,4,Sandy
24.1,63.6,25.870000000000005,3,Clayey
37.79,62.57,61.86,3,Clayey
30.33,55.01,27.779999999999998,0,Loamy
24.23,58.48,50.970000000000006,2,Red
31.349999999999998,68.81,41.39,1,Clayey
35.83,76.88,66.33,2,Red
33.04,56.04,63.33,1,Clayey
36.49,74.83,63.59,2,Red
30.11,48.120000000000005,54.43,2,Red
20.3,44.43999999999999,41.86,0,Loamy
32.82,65.38,24.04,2,Red
32.87,59.11,59.71000000000001,3,Clayey
30.810000000000002,51.96,35.61,0,Loamy
38.65,71.63,59.06,4,Sandy
32.86,68.29,37.77,1,Clayey
27.139999999999997,58.79,66.42,4,Sandy
32.33,74.41,49.11,0,Loamy
31.57,59.49,44.41,0,Loamy
33.92,70.37,55.459999999999994,4,Sandy
23.64,54.21,33.68,3,Clayey
26.46,60.34,48.97,2,Red
35.48,68.25,34.7,3,Clayey
40.0,80.0,56.82,2,Red
29.3,44.76,52.519999999999996,2,Red
31.85,56.67,68.54,4,Sandy
37.34,56.16,66.28,0,Loamy
39.21,74.83,33.14,4,Sandy
35.11,67.52,40.53,1,Clayey
30.26,42.39,34.0,1,Clayey
27.72,47.55,65.62,4,Sandy
37.43,61.49,29.07,2,Red
39.16,75.73,34.03,1,Clayey
32.11,68.19,40.77,3,Clayey
33.45,64.37,58.60000000000001,0,Loamy
32.97,58.85,60.26,1,Clayey
34.98,59.82,34.18,0,Loamy
23.6,46.17,50.36000000000001,2,Red
28.85,45.61,27.280000000000005,3,Clayey
24.76,45.87,45.72,3,Clayey
38.26,65.76,29.84,1,Clayey
36.67,66.99,57.65,3,Clayey
32.15,59.62,52.44,2,Red
40.0,71.5,35.55,0,Loamy
31.55,52.459999999999994,20.0,4,Sandy
25.849999999999998,47.65999999999999,44.43,3,Clayey
29.09,53.7,30.89,2,Red
35.09,73.25,64.96,2,Red
36.28,57.76,50.83,3,Clayey
31.96,62.45,49.67,4,Sandy
36.03,68.01,34.95,2,Red
31.63,56.04,35.55,2,Red
37.72,53.18,50.18,2,Red
24.85,44.22,44.43,1,Clayey
26.79,51.89,45.51,4,Sandy
28.9,48.82,25.28,2,Red
32.48,55.58,37.82,0,Loamy
29.280000000000005,54.11,33.43,0,Loamy
23.96,52.37,25.81,4,Sandy
36.64,64.68,42.16,1,Clayey
26.369999999999997,60.28999999999999,50.88,1,Clayey
33.21,79.62,35.61,0,Loamy
34.78,55.26,29.660000000000004,1,Clayey
31.53,61.059999999999995,40.48,1,Clayey
26.71,49.27,30.54,4,Sandy
30.89,66.92,30.15,1,Clayey
25.99,57.23,60.760000000000005,4,Sandy
35.33,63.38,24.82,4,Sandy
32.14,67.16,57.059999999999995,3,Clayey
26.59,52.74,51.85000000000001,3,Clayey
29.09,65.94,42.43,0,Loamy
33.4,72.33,23.7,2,Red
24.529999999999998,59.27,42.34,3,Clayey
37.56,61.34,62.15999999999999,1,Clayey
24.83,54.28,62.53999999999999,3,Clayey
29.19,47.17,37.7,1,Clayey
35.36,66.71,31.570000000000004,4,Sandy
32.94,58.58,52.47999999999999,2,Red
39.46,69.85,20.0,2,Red
29.13,62.34,26.539999999999996,2,Red
39.89,68.39,50.49,1,Clayey
23.49,45.84,58.18,3,Clayey
30.68,63.25,46.38,1,Clayey
24.41,56.79999999999999,34.97,4,Sandy
33.88,80.0,54.459999999999994,1,Clayey
35.51,72.18,36.2,0,Loamy
32.08,55.08,52.81,2,Red
35.09,72.5,46.73,4,Sandy
29.739999999999995,48.17999999999999,62.44,1,Clayey
28.54,63.37,52.97999999999999,3,Clayey
33.65,60.55,62.52000000000001,1,Clayey
31.890000000000004,59.31,30.26,2,Red
27.419999999999998,62.06000000000001,43.64,3,Clayey
34.32,59.440000000000005,33.94,0,Loamy
26.609999999999996,43.26,46.1,3,Clayey
32.76,48.27,44.77,3,Clayey
29.58,56.08,67.27,2,Red
29.989999999999995,52.36,48.22,1,Clayey
24.71,52.99999999999999,33.7,4,Sandy
37.83,62.2,38.9,2,Red
29.62,67.51,41.82,3,Clayey
24.59,58.67,52.83,4,Sandy
38.92,59.35,41.61,3,Clayey
24.95,54.7,25.03,4,Sandy
34.84,66.6,26.52,2,Red
34.76,66.83,47.24,3,Clayey
34.36,59.47999999999999,61.29,4,Sandy
33.1,52.18,63.480000000000004,2,Red
22.53,60.17000000000001,52.65,0,Loamy
33.29,57.7,37.44,1,Clayey
26.95,62.85000000000001,63.529999999999994,3,Clayey
28.760000000000005,54.72,37.74,2,Red
31.579999999999995,66.26,59.62,4,Sandy
25.22,60.2,52.04,3,Clayey
29.94,62.38999999999999,35.14,2,Red
25.72,60.71000000000001,43.46,3,Clayey
29.16,50.010000000000005,56.58,3,Clayey
40.0,74.03,39.34,0,Loamy
27.649999999999995,55.35000000000001,34.36,1,Clayey
29.72,71.91,52.5,2,Red
28.03,53.76,60.86,4,Sandy
29.86,59.28,62.62,4,Sandy
32.86,62.77,31.22,2,Red
23.9,44.45,32.53,2,Red
30.2,57.56,52.01,0,Loamy
26.859999999999996,61.34,45.62,1,Clayey
21.51,55.9,45.54,3,Clayey
28.78,66.87,49.42,3,Clayey
29.54,54.73,69.41,0,Loamy
35.77,58.62,25.35,4,Sandy
30.850000000000005,67.85,27.32,0,Loamy
35.66,68.89,32.88,2,Red
26.619999999999997,66.89,62.01,2,Red
33.88,72.42,32.65,1,Clayey
40.0,79.99,35.61,0,Loamy
33.2,53.06,64.27,4,Sandy
27.05,50.17,43.61,0,Loamy
25.34,51.56,38.67,3,Clayey
34.03,61.11999999999999,35.57,3,Clayey
27.22,58.67,43.43,2,Red
24.41,53.52,66.7,1,Clayey
30.88,56.44,68.29,4,Sandy
26.619999999999997,58.03000000000001,23.34,4,Sandy
30.9,68.66,34.94,3,Clayey
32.61,63.84,45.4,1,Clayey
25.11,49.18000000000001,41.82,2,Red
31.05,52.85,37.01,3,Clayey
29.6,70.57,54.2,1,Clayey
23.25,48.93000000000001,24.15,1,Clayey
27.689999999999998,55.28,34.84,3,Clayey
23.33,59.29,45.53,0,Loamy
39.91,76.62,45.94,2,Red
27.11,66.09,67.85,1,Clayey
27.18,59.419999999999995,53.2,3,Clayey
30.72,62.410000000000004,35.53,4,Sandy
24.51,46.17,65.49,4,Sandy
35.48,55.42999999999999,28.66,2,Red
33.63,71.51,43.87,0,Loamy
35.39,65.38,54.92,4,Sandy
26.3,62.73,20.0,1,Clayey
25.98,51.85,70.0,1,Clayey
28.26,50.41,34.56,3,Clayey
35.36,69.36,54.93,2,Red
37.61,60.53999999999999,64.55,0,Loamy
30.21,59.88000000000001,47.25,0,Loamy
35.04,69.99,33.2,1,Clayey
30.78,66.91,63.25999999999999,0,Loamy
30.9,52.93,43.05,2,Red
38.8,74.45,38.5,2,Red
29.07,73.52,52.71,0,Loamy
29.800000000000004,52.93,39.95,1,Clayey
33.53,68.45,31.56,2,Red
35.43,73.21,53.28,0,Loamy
21.05,45.03,70.0,2,Red
27.48,47.09,27.890000000000004,1,Clayey
29.54,60.61,54.07000000000001,0,Loamy
38.11,69.4,54.46999999999999,1,Clayey
28.55,50.92,36.81,4,Sandy
35.38,55.86,42.48,4,Sandy
27.07,54.74,36.04,2,Red
40.0,75.03,42.43,1,Clayey
36.48,63.87,20.37,4,Sandy
36.73,56.57,49.51,2,Red
36.22,63.83,37.08,2,Red
32.23,54.15,54.33,2,Red
40.0,74.84,47.75,4,Sandy
32.17,63.37,31.629999999999995,2,Red
29.44,50.92,34.24,0,Loamy
25.42,52.97,21.71,2,Red
29.19,61.81000000000001,48.68,3,Clayey
27.440000000000005,54.73,62.9,3,Clayey
25.08,66.46,20.54,3,Clayey
32.32,58.02,68.23,4,Sandy
36.97,72.6,43.87,4,Sandy
29.499999999999996,69.16,41.62,0,Loamy
31.360000000000003,52.480000000000004,65.81,0,Loamy
22.06,56.16,61.45,2,Red
33.36,62.22,24.56,4,Sandy
28.16,53.4,40.78,4,Sandy
36.49,75.76,26.28,1,Clayey
37.5,64.03,58.940000000000005,0,Loamy
37.31,66.86,70.0,2,Red
25.350000000000005,50.13,25.759999999999998,2,Red
28.709999999999997,64.1,44.78,0,Loamy
30.789999999999996,63.59,37.55,3,Clayey
26.02,48.46,37.47,0,Loamy
29.34,72.39,39.94,2,Red
36.2,58.839999999999996,44.43,3,Clayey
35.97,56.08,39.97,1,Clayey
21.93,47.19,41.85,0,Loamy
36.44,69.49,70.0,0,Loamy
28.5,65.5,63.01,0,Loamy
31.11,63.86,68.38,0,Loamy
26.43,45.04,30.14,1,Clayey
29.000000000000004,73.39,38.46,3,Clayey
37.55,62.60000000000001,24.11,4,Sandy
26.18,47.19,39.82,0,Loamy
33.14,68.2,49.7,3,Clayey
30.819999999999997,56.86,48.67,1,Clayey
31.92,67.01,48.12,2,Red
33.98,51.19,32.23,2,Red
30.01,57.83,61.88,2,Red
28.65,49.449999999999996,27.649999999999995,0,Loamy
23.43,46.91,62.82,2,Red
26.71,42.66,48.03,1,Clayey
31.589999999999996,69.57,52.01,1,Clayey
32.29,56.56,63.14000000000001,0,Loamy
25.89,52.78,32.13,0,Loamy
22.39,59.45,42.31,2,Red
24.48,64.32,40.94,3,Clayey
30.09,52.45,34.93,1,Clayey
30.67,44.14999999999999,46.13,0,Loamy
29.46,64.44,26.19,3,Clayey
34.69,71.9,21.7,0,Loamy
24.97,59.67000000000001,27.05,2,Red
24.87,56.1,31.14,4,Sandy
33.86,62.67999999999999,37.06,0,Loamy
33.35,53.24999999999999,64.49,4,Sandy
27.73,53.14,25.75,3,Clayey
37.09,56.19,40.03,0,Loamy
26.19,61.82,26.83,4,Sandy
24.93,67.58,47.18,2,Red
33.39,71.79,31.6,1,Clayey
32.93,56.53,28.800000000000004,3,Clayey
28.87,42.05,50.69,3,Clayey
36.94,53.17000000000001,24.98,4,Sandy
26.55,70.7,64.77,0,Loamy
26.48,49.62,32.7,4,Sandy
35.14,69.23,39.79,4,Sandy
30.290000000000003,55.55,44.77,2,Red
21.54,43.75,56.74,3,Clayey
26.69,61.8,55.35,4,Sandy
37.94,60.1,56.48,0,Loamy
20.53,53.88,68.8,2,Red
30.62,46.34,61.19,1,Clayey
21.95,59.83,69.07,4,Sandy
34.26,69.87,24.2,2,Red
24.98,67.9,70.0,0,Loamy
23.0,55.77,37.58,3,Clayey
31.65,69.41,33.59,4,Sandy
30.68,61.61,38.4,0,Loamy
22.27,53.67,28.01,1,Clayey
30.65,59.18,52.5,3,Clayey
27.86,59.92000000000001,36.56,0,Loamy
31.579999999999995,55.46,70.0,2,Red
27.32,69.77,41.0,0,Loamy
31.49,69.94,50.94,1,Clayey
39.76,50.39,44.02,2,Red
28.09,68.54,27.88,2,Red
33.22,67.49,46.8,3,Clayey
33.09,77.6,43.37,3,Clayey
27.89,49.02,36.06,1,Clayey
31.17,69.37,43.42,4,Sandy
31.53,56.66,34.79,3,Clayey
36.4,62.17,27.49,0,Loamy
35.25,53.22,40.74,4,Sandy
29.6,51.91,43.03,4,Sandy
31.32,65.36,47.86,1,Clayey
32.98,67.67,45.92,0,Loamy
28.480000000000004,49.43000000000001,44.67,4,Sandy
38.56,74.3,55.07999999999999,1,Clayey
28.02,48.84,51.419999999999995,4,Sandy
27.7,62.13999999999999,37.45,4,Sandy
28.26,59.169999999999995,33.07,2,Red
23.32,60.72,41.52,0,Loamy
23.39,59.59,32.49,2,Red
29.259999999999998,60.97,49.42,2,Red
26.27,51.6,34.24,4,Sandy
32.53,56.56,54.290000000000006,3,Clayey
25.72,53.66,21.91,2,Red
34.74,68.72,29.09,0,Loamy
22.55,43.39,55.77000000000001,4,Sandy
34.51,66.37,51.85999999999999,1,Clayey
30.33,52.419999999999995,35.68,4,Sandy
28.970000000000002,59.55,36.01,4,Sandy
35.45,70.4,26.6,0,Loamy
23.79,63.739999999999995,20.0,2,Red
31.04,45.07,31.17,3,Clayey
28.78,47.92,40.88,3,Clayey
35.87,54.52000000000001,43.39,0,Loamy
31.610000000000003,65.58,41.29,0,Loamy
36.29,68.59,62.11,4,Sandy
31.74,64.98,31.380000000000003,0,Loamy
24.779999999999998,60.16,32.61,4,Sandy
32.21,54.40999999999999,61.25,3,Clayey
39.02,65.96,31.19,4,Sandy
27.01,57.18,41.37,3,Clayey
25.91,59.25,20.86,3,Clayey
29.509999999999998,57.20000000000001,41.79,0,Loamy
26.13,52.53,60.62,4,Sandy
30.539999999999996,60.14,32.76,3,Clayey
31.78,66.16,38.27,3,Clayey
22.1,52.62,42.41,1,Clayey
28.89,52.690000000000005,65.95,3,Clayey
35.61,66.92,54.5,3,Clayey
31.74,53.09,66.97,4,Sandy
29.779999999999998,73.97,57.26,4,Sandy
32.94,74.58,61.13,3,Clayey
38.5,58.839999999999996,52.22,1,Clayey
40.0,77.51,44.13,1,Clayey
31.51,69.17,49.11,2,Red
31.94,71.92,36.07,1,Clayey
36.44,61.1,60.46,2,Red
31.24,49.93,37.99,1,Clayey
37.02,71.06,58.82000000000001,4,Sandy
37.22,61.580000000000005,47.35,0,Loamy
38.94,73.94,64.07,2,Red
32.45,52.61,41.79,0,Loamy
27.899999999999995,61.55,43.02,0,Loamy
32.41,66.99,33.52,2,Red
37.99,74.34,48.62,3,Clayey
30.87,56.760000000000005,45.95,4,Sandy
28.55,43.74,27.1,3,Clayey
25.38,60.27,32.65,1,Clayey
33.48,78.42,32.25,3,Clayey
30.789999999999996,61.19,66.13,0,Loamy
38.37,71.47,41.35,2,Red
38.52,65.09,55.290000000000006,1,Clayey
32.42,57.29,59.35,2,Red
33.54,62.45,27.729999999999997,1,Clayey
22.94,55.21,33.2,1,Clayey
34.64,54.07,30.24,2,Red
27.18,54.309999999999995,58.769999999999996,1,Clayey
36.75,74.17,53.07000000000001,1,Clayey
25.18,55.87,41.76,4,Sandy
35.59,76.91,52.53,3,Clayey
28.459999999999997,53.05,34.92,2,Red
23.719999999999995,61.19,42.73,2,Red
38.08,63.07,27.399999999999995,1,Clayey
32.68,69.24,30.61,0,Loamy
25.560000000000002,62.96,24.11,3,Clayey
23.230000000000004,56.75,26.539999999999996,3,Clayey
32.08,56.04,57.99000000000001,4,Sandy
33.03,57.81,20.71,1,Clayey
28.27,61.15,25.819999999999997,4,Sandy
25.2,60.8,40.83,1,Clayey
32.37,57.029999999999994,65.34,0,Loamy
32.77,65.31,56.50000000000001,0,Loamy
27.51,61.14,61.53000000000001,0,Loamy
36.35,64.04,65.28,1,Clayey
20.36,57.7,38.39,2,Red
35.94,62.92999999999999,28.98,2,Red
25.69,61.45,23.95,1,Clayey
27.55,59.01,28.77,0,Loamy
38.84,74.14,70.0,0,Loamy
32.3,62.67999999999999,41.53,3,Clayey
34.98,76.76,43.81,0,Loamy
25.16,56.14000000000001,61.08,2,Red
37.0,70.38,34.26,0,Loamy
32.35,63.44,24.13,2,Red
32.28,67.55,49.48,2,Red
34.57,53.65,30.56,4,Sandy
32.83,60.9,30.93,0,Loamy
31.17,67.47,56.61000000000001,0,Loamy
35.93,63.52,47.76,3,Clayey
23.9,50.65,40.95,2,Red
32.3,58.56,36.13,4,Sandy
34.78,74.96,23.1,1,Clayey
33.65,59.37,58.72999999999999,4,Sandy
28.58,62.64000000000001,30.24,4,Sandy
30.600000000000005,46.790000000000006,28.449999999999996,2,Red
31.13,61.96,56.93,3,Clayey
35.66,64.66,38.16,0,Loamy
38.02,73.39,34.53,1,Clayey
26.7,42.56,25.819999999999997,2,Red
30.06,56.63,49.63,3,Clayey
32.38,67.07,45.41,3,Clayey
30.11,55.410000000000004,33.96,0,Loamy
40.0,66.23,24.12,1,Clayey
28.179999999999996,56.88,55.26,2,Red
28.93,52.02,34.13,1,Clayey
32.94,60.02,33.0,1,Clayey
30.050000000000004,71.84,55.66,1,Clayey
30.5,66.54,39.44,3,Clayey
36.14,63.53,29.95,2,Red
29.07,58.16,32.93,3,Clayey
34.84,63.19,45.19,2,Red
34.61,67.29,36.72,0,Loamy
26.2,53.65,56.71,4,Sandy
33.91,63.82,41.45,1,Clayey
34.79,61.90999999999999,46.9,3,Clayey
26.74,57.16,20.0,3,Clayey
32.91,56.48,45.87,1,Clayey
24.06,65.78,58.11000000000001,2,Red
33.94,69.64,41.55,0,Loamy
27.160000000000004,54.78,41.9,1,Clayey
26.78,53.14,37.57,1,Clayey
26.4,65.11,55.15,1,Clayey
30.74,54.349999999999994,61.209999999999994,4,Sandy
36.75,59.8,37.97,1,Clayey
25.11,48.120000000000005,62.980000000000004,0,Loamy
38.91,64.93,39.42,4,Sandy
26.05,58.12,35.26,1,Clayey
34.2,64.85,39.67,3,Clayey
28.760000000000005,50.58,38.28,0,Loamy
34.06,71.7,43.15,2,Red
28.11,45.27,48.25,4,Sandy
22.72,44.19,24.65,1,Clayey
22.54,52.74999999999999,31.790000000000003,2,Red
24.499999999999996,42.83,57.230000000000004,0,Loamy
36.19,77.04,57.3,1,Clayey
21.140000000000004,58.75,31.2,0,Loamy
24.280000000000005,50.9,34.64,0,Loamy
25.06,56.21999999999999,22.4,4,Sandy
30.21,50.79,37.79,3,Clayey
30.320000000000004,58.2,37.68,0,Loamy
35.17,60.97,34.42,1,Clayey
29.63,58.39,64.42,4,Sandy
31.41,50.97,45.98,4,Sandy
34.17,71.47,70.0,0,Loamy
38.62,65.2,36.37,4,Sandy
32.84,66.47,69.01,2,Red
26.02,52.58,39.77,2,Red
31.0,64.07,51.2,1,Clayey
30.47,58.879999999999995,38.22,2,Red
30.33,54.90999999999999,37.16,1,Clayey
24.62,63.54,33.9,0,Loamy
34.5,61.61999999999999,61.48,2,Red
34.45,61.44,70.0,2,Red
28.91,60.07,39.93,1,Clayey
31.57,53.14,20.33,4,Sandy
26.19,63.760000000000005,35.68,2,Red
25.14,48.37,28.639999999999997,1,Clayey
38.41,74.99,25.39,1,Clayey
29.57,70.26,37.15,2,Red
33.72,54.21,47.29,2,Red
33.3,57.9,57.26,1,Clayey
29.6,58.3,44.4,3,Clayey
27.83,60.88,29.59,2,Red
24.31,49.48,27.55,2,Red
31.77,46.28,45.72,2,Red
23.86,56.94,45.96,1,Clayey
32.86,54.42,41.19,2,Red
29.38,67.36,40.79,1,Clayey
34.45,66.86,35.97,1,Clayey
29.34,42.41,44.03,3,Clayey
40.0,62.24,42.28,0,Loamy
31.51,63.07,38.77,0,Loamy
27.67,45.92000000000001,36.55,0,Loamy
28.12,45.77,43.16,4,Sandy
30.040000000000003,45.43,37.77,1,Clayey
28.79,73.96,35.13,3,Clayey
36.76,59.74,39.36,1,Clayey
26.29,47.4,68.32,1,Clayey
25.49,59.63000000000001,68.9,2,Red
28.88,55.01,36.26,2,Red
34.53,58.86000000000001,52.24999999999999,1,Clayey
29.73,44.95,36.64,3,Clayey
30.050000000000004,59.14,39.13,2,Red
30.67,61.01,35.65,3,Clayey
24.3,53.62,60.709999999999994,3,Clayey
37.7,56.61,57.93,0,Loamy
27.09,48.10000000000001,39.39,3,Clayey
28.02,43.47,37.43,1,Clayey
34.62,64.2,39.87,4,Sandy
33.0,72.49,26.85,0,Loamy
37.48,74.71,50.15999999999999,4,Sandy
40.0,80.0,55.43,3,Clayey
33.47,62.71,36.43,0,Loamy
24.91,47.48,32.77,1,Clayey
30.89,57.6,53.410000000000004,4,Sandy
25.22,53.11,39.07,2,Red
30.68,66.46,37.19,2,Red
27.33,64.51,61.53000000000001,4,Sandy
29.96,54.53,67.99,1,Clayey
36.5,76.58,69.11,4,Sandy
24.59,51.79,70.0,1,Clayey
28.14,64.83,42.85,0,Loamy
31.92,57.22,51.32,1,Clayey
36.21,57.4,64.18,1,Clayey
29.54,58.68,37.33,1,Clayey
37.62,54.26,47.98,2,Red
23.0,53.85,26.319999999999997,3,Clayey
33.55,58.99,28.88,0,Loamy
28.1,57.31,69.25,4,Sandy
26.32,61.03,28.000000000000004,1,Clayey
36.26,72.92,70.0,2,Red
36.08,67.07,39.77,0,Loamy
26.609999999999996,51.72,36.01,2,Red
22.55,57.45,46.58,2,Red
31.47,64.11,65.21,1,Clayey
23.449999999999996,48.04,34.71,0,Loamy
32.95,47.81000000000001,36.46,4,Sandy
35.89,69.26,56.39000000000001,4,Sandy
38.98,58.36000000000001,50.55,2,Red
33.44,62.95,26.99,3,Clayey
25.0,43.010000000000005,70.0,4,Sandy
29.95,70.97,49.89,0,Loamy
28.47,63.69,51.32,1,Clayey
37.78,67.61,42.9,0,Loamy
20.849999999999998,59.67000000000001,27.390000000000004,1,Clayey
34.47,55.91,64.25,0,Loamy
22.37,49.0,70.0,2,Red
22.29,47.57,66.46,4,Sandy
25.06,59.78,44.6,3,Clayey
30.44,62.38999999999999,67.03,1,Clayey
24.39,43.91,36.11,2,Red
36.89,69.58,42.28,4,Sandy
30.22,50.85,59.57,3,Clayey
36.69,78.73,43.49,2,Red
29.499999999999996,42.70000000000001,52.43,0,Loamy
36.74,61.86,29.300000000000004,3,Clayey
29.86,61.53,51.88,0,Loamy
26.18,44.54,66.14,0,Loamy
24.23,54.330000000000005,34.93,4,Sandy
25.049999999999997,64.63,47.88,0,Loamy
39.5,59.87,52.35000000000001,1,Clayey
27.46,66.87,26.040000000000003,0,Loamy
26.18,54.54,46.83,4,Sandy
31.52,51.089999999999996,41.27,0,Loamy
35.22,76.59,24.21,0,Loamy
37.69,54.05,40.24,0,Loamy
27.77,54.61,46.77,0,Loamy
32.86,65.21,45.16,4,Sandy
34.98,64.48,51.57,3,Clayey
39.31,59.72,40.8,2,Red
27.409999999999997,48.69,52.62,1,Clayey
29.89,59.26,51.55,4,Sandy
34.05,71.7,24.22,3,Clayey
23.91,43.52,39.54,1,Clayey
32.24,49.43000000000001,40.27,1,Clayey
36.98,53.44,24.52,3,Clayey
30.83,50.49000000000001,61.709999999999994,1,Clayey
27.06,51.39,53.38,3,Clayey
38.7,65.81,23.13,0,Loamy
30.9,55.65,30.7,0,Loamy
27.98,46.24,47.68,0,Loamy
38.27,60.33,37.69,4,Sandy
35.18,73.86,61.58,1,Clayey
29.63,51.13,59.87,4,Sandy
26.44,66.93,58.879999999999995,3,Clayey
32.97,76.36,35.98,2,Red
32.59,52.77,67.32,4,Sandy
40.0,61.28,57.03,3,Clayey
35.08,60.37,45.69,0,Loamy
33.46,60.65,34.68,2,Red
32.95,66.06,24.22,2,Red
27.46,63.08,52.96999999999999,1,Clayey
40.0,56.21,37.48,4,Sandy
30.850000000000005,53.02,26.39,4,Sandy
24.58,43.050000000000004,67.17,3,Clayey
32.99,64.5,30.160000000000004,2,Red
24.83,48.37,49.51,4,Sandy
33.65,64.1,41.88,0,Loamy
27.99,52.83,35.74,0,Loamy
29.95,68.13,38.6,2,Red
39.25,76.98,28.940000000000005,3,Clayey
26.66,63.18000000000001,32.47,4,Sandy
30.12,47.45,64.3,0,Loamy
28.82,53.22,38.74,3,Clayey
23.42,54.77000000000001,33.63,1,Clayey
28.450000000000003,62.42,52.97999999999999,1,Clayey
24.76,58.45,38.36,4,Sandy
31.65,56.41,30.219999999999995,2,Red
23.199999999999996,46.23,65.9,2,Red
31.19,51.5,20.0,0,Loamy
27.52,51.39,46.96,1,Clayey
34.36,64.55,38.08,4,Sandy
32.14,57.35,49.7,0,Loamy
30.15,59.21,25.04,0,Loamy
29.770000000000003,63.09,47.01,2,Red
30.24,51.96,38.03,1,Clayey
26.339999999999996,61.870000000000005,22.93,2,Red
37.17,73.45,62.33,1,Clayey
29.779999999999998,65.45,39.96,0,Loamy
30.050000000000004,61.94,57.63,2,Red
23.59,54.55,43.39,4,Sandy
22.2,55.19,60.43000000000001,1,Clayey
29.33,58.97,42.02,0,Loamy
28.33,61.2,58.57,2,Red
34.24,61.19,31.95,4,Sandy
29.04,73.52,60.4,3,Clayey
32.64,52.05,29.73,4,Sandy
38.51,72.73,54.65,4,Sandy
26.360000000000003,58.22,35.11,0,Loamy
26.859999999999996,60.39,30.719999999999995,3,Clayey
28.96,54.55,40.7,1,Clayey
31.349999999999998,64.03,52.01,1,Clayey
20.03,52.64,70.0,4,Sandy
34.3,73.98,23.5,4,Sandy
28.75,65.85,40.56,4,Sandy
34.35,68.28,37.3,0,Loamy
29.499999999999996,58.68,59.82000000000001,4,Sandy
23.09,47.76,36.04,2,Red
31.45,59.169999999999995,41.86,4,Sandy
29.76,68.21,44.33,4,Sandy
23.9,52.22,35.06,1,Clayey
31.65,58.97999999999999,60.38,0,Loamy
32.72,68.34,67.2,2,Red
39.16,69.41,37.45,2,Red
30.58,57.79,62.54999999999999,0,Loamy
24.240000000000002,61.14,60.209999999999994,2,Red
36.13,58.839999999999996,40.14,3,Clayey
22.83,48.52,61.42000000000001,1,Clayey
23.990000000000002,49.61,27.08,2,Red
32.35,69.35,54.59,2,Red
32.05,53.97,35.02,0,Loamy
23.89,51.43,32.44,3,Clayey
25.23,47.76,41.74,1,Clayey
25.040000000000003,45.85,51.39,0,Loamy
22.58,47.54,39.32,2,Red
30.78,72.03,70.0,4,Sandy
28.14,44.5,35.74,2,Red
